arm,L,T,N_c,zeta,lam,dtau_mult,resample_scheme,seed
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020000
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020001
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020002
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020003
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020004
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020005
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020006
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020007
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020008
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020009
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020010
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020011
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020012
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020013
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020014
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020015
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020016
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020017
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020018
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020019
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020020
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020021
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020022
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020023
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020024
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020025
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020026
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020027
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020028
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020029
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020030
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020031
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020032
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020033
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020034
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020035
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020036
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020037
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020038
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020039
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020040
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020041
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020042
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020043
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020044
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020045
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020046
A4096,64,64.0,4096,0.35,0.3032,6.0,systematic,33020047
