source_task,arm,L,T,zeta,lam,N_c,R_index,dtau_mult,resample_scheme,seed,status,wall_s,n_steps,cmi_weighted_mean,cmi_unweighted_mean,gess_final,ess_cum_final,n_distinct_anc_final,brentq_fallbacks,result_path,exact_compatible
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,1,6.0,systematic,31010001,ok,162.43,111,0.4322213912931079,0.4322213912931079,8.596858295346474,1004.2427335995069,18,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00241.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,2,6.0,systematic,31010002,ok,163.62,111,0.41036469121110375,0.41036469121110375,6.50812448019464,1003.7001134828661,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00242.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,3,6.0,systematic,31010003,ok,161.13,111,0.3999191747524782,0.3999191747524782,7.591775267883,1001.8837123360792,19,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00243.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,4,6.0,systematic,31010004,ok,162.07,111,0.43705962663973286,0.43705962663973286,7.257887232304775,1002.0183764668766,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00244.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,5,6.0,systematic,31010005,ok,162.66,111,0.3893168917981967,0.3893168917981967,7.74359731781526,1002.7667569056729,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00245.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,6,6.0,systematic,31010006,ok,163.27,111,0.417515163786747,0.417515163786747,8.099738911461632,1002.0468395713432,18,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00246.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,7,6.0,systematic,31010007,ok,159.87,111,0.42150907129743564,0.42150907129743564,9.508306129851288,1003.3994973042622,18,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00247.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,8,6.0,systematic,31010008,ok,163.95,111,0.42302438629992833,0.42302438629992833,9.84190272380845,1002.7133519732362,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00248.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,9,6.0,systematic,31010009,ok,162.42,111,0.4031616977596052,0.4031616977596052,14.759529305782332,1002.9508607425325,31,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00249.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,10,6.0,systematic,31010010,ok,153.9,111,0.4185671386394999,0.4185671386394999,9.210153711023276,1003.0609141751157,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00250.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,11,6.0,systematic,31010011,ok,162.83,111,0.42700853361526286,0.42700853361526286,11.142972519181313,1003.5838997898014,24,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00251.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,12,6.0,systematic,31010012,ok,161.34,111,0.4266248168440505,0.4266248168440505,9.906431864560503,1002.4354169336647,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00252.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,13,6.0,systematic,31010013,ok,162.33,111,0.4115795343902026,0.4115795343902026,13.073861652785396,1002.5556979115457,28,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00253.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,14,6.0,systematic,31010014,ok,163.49,111,0.4156479352986071,0.4156479352986071,4.748727424234191,1001.4104409166579,18,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00254.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,15,6.0,systematic,31010015,ok,160.72,111,0.4065088284320311,0.4065088284320311,4.702345396654558,1003.0108116620806,17,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00255.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,16,6.0,systematic,31010016,ok,161.21,111,0.41011904778411234,0.41011904778411234,7.716926700029438,1001.9352079171032,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00256.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,17,6.0,systematic,31010017,ok,161.08,111,0.4317772950103485,0.4317772950103485,12.372578171091446,1002.6507270281581,29,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00257.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,18,6.0,systematic,31010018,ok,165.36,111,0.4224816176119808,0.4224816176119808,6.754547796959547,1003.1414317592345,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00258.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,19,6.0,systematic,31010019,ok,158.42,111,0.41017604871299834,0.41017604871299834,3.9269567822635008,1002.8423927735035,12,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00259.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,20,6.0,systematic,31010020,ok,151.4,111,0.4203165710380363,0.4203165710380363,10.79714980023889,1002.0891661461806,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00260.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,21,6.0,systematic,31010021,ok,165.16,111,0.4146305419243436,0.4146305419243436,11.080564713838871,1002.1912736540294,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00261.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,22,6.0,systematic,31010022,ok,151.3,111,0.4164162161833843,0.4164162161833843,8.906162940816742,1001.9255516655845,22,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00262.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3332,1024,23,6.0,systematic,31010023,ok,151.1,111,0.4143937530232258,0.4143937530232258,7.11468157576909,1004.0265200069728,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00263.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,0,6.0,systematic,31011000,ok,158.4,114,0.36919719386178684,0.36919719386178684,8.466909983527664,1001.0416516711035,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00264.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,1,6.0,systematic,31011001,ok,158.84,114,0.40156968907911056,0.40156968907911056,11.060694922048057,1002.2888498809548,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00265.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,2,6.0,systematic,31011002,ok,152.73,114,0.37181140884565567,0.37181140884565567,11.170036431812855,1002.4397595357864,20,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00266.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,3,6.0,systematic,31011003,ok,164.64,114,0.3605073846510881,0.3605073846510881,9.325483360310205,1002.9372457977358,22,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00267.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,4,6.0,systematic,31011004,ok,158.05,114,0.3988040249344741,0.3988040249344741,10.947069509114067,1003.6124080279629,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00268.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,5,6.0,systematic,31011005,ok,157.01,114,0.38393148105016656,0.38393148105016656,12.648990325460204,1001.6490814389614,24,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00269.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,6,6.0,systematic,31011006,ok,156.37,114,0.38498555956295705,0.38498555956295705,8.046163290362186,1001.1492243188814,19,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00270.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,7,6.0,systematic,31011007,ok,163.22,114,0.36757644877400386,0.36757644877400386,8.64220485939406,1003.5809009750855,25,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00271.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,8,6.0,systematic,31011008,ok,160.09,114,0.39830883868060085,0.39830883868060085,5.300925130175421,1002.3477197350817,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00272.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,9,6.0,systematic,31011009,ok,158.57,114,0.39597151521259,0.39597151521259,7.628004422976197,1003.5772166014663,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00273.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,10,6.0,systematic,31011010,ok,155.39,114,0.39478168496049887,0.39478168496049887,13.455357372000513,1001.0632074385423,24,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00274.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,11,6.0,systematic,31011011,ok,155.64,114,0.3702874180700134,0.3702874180700134,6.963765805971735,1001.6784983866376,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00275.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,12,6.0,systematic,31011012,ok,158.23,114,0.3862485714241593,0.3862485714241593,12.324298911638184,1003.6450068984185,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00276.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,13,6.0,systematic,31011013,ok,158.36,114,0.40309798166897143,0.40309798166897143,7.800163653946292,1002.0875674549109,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00277.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,14,6.0,systematic,31011014,ok,158.07,114,0.3677244087949422,0.3677244087949422,12.312143343587817,1003.3860930166195,20,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00278.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,15,6.0,systematic,31011015,ok,166.1,114,0.37840462577562817,0.37840462577562817,5.2949826290700495,1002.771162753826,17,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00279.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,16,6.0,systematic,31011016,ok,166.09,114,0.37495396723367447,0.37495396723367447,5.463495967153665,1001.9009848813716,22,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00280.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,17,6.0,systematic,31011017,ok,159.08,114,0.36714925859067415,0.36714925859067415,12.895075999803236,1001.7970103219768,25,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00281.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,18,6.0,systematic,31011018,ok,166.9,114,0.3821034949750881,0.3821034949750881,8.153652353773658,1001.618934262983,19,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00282.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,19,6.0,systematic,31011019,ok,165.69,114,0.3971065760599739,0.3971065760599739,12.151485653363,1003.1016559877937,26,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00283.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,20,6.0,systematic,31011020,ok,165.54,114,0.3828054035318865,0.3828054035318865,13.643030003382862,1002.9249670000339,25,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00284.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,21,6.0,systematic,31011021,ok,160.99,114,0.37349305631721696,0.37349305631721696,10.057897059105645,1002.4884033917241,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00285.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,22,6.0,systematic,31011022,ok,175.13,114,0.37091280706142604,0.37091280706142604,9.478910162535481,1000.3559972523555,22,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00286.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3432,1024,23,6.0,systematic,31011023,ok,158.87,114,0.392765372963354,0.392765372963354,6.575958258077463,1001.9786809239339,20,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00287.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,0,6.0,systematic,31012000,ok,163.44,117,0.34354830732821673,0.34354830732821673,14.659247868027402,1002.5638785535306,26,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00288.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,1,6.0,systematic,31012001,ok,158.86,117,0.3683840488232213,0.3683840488232213,8.295433688807316,1001.738091800336,17,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00289.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,2,6.0,systematic,31012002,ok,158.45,117,0.3645678029949784,0.3645678029949784,10.298128105910314,1004.4230586617435,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00290.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,3,6.0,systematic,31012003,ok,163.43,117,0.3437097222908462,0.3437097222908462,6.0713102889236295,1002.6474923168341,17,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00291.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,4,6.0,systematic,31012004,ok,161.91,117,0.37849718639654084,0.37849718639654084,7.961489985270223,1003.5136911274352,17,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00292.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,5,6.0,systematic,31012005,ok,161.8,117,0.35794230076419975,0.35794230076419975,7.837828140883813,1003.7268351346802,22,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00293.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,6,6.0,systematic,31012006,ok,162.74,117,0.3375580421766682,0.3375580421766682,4.789899229834547,1003.0632290805626,18,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00294.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,7,6.0,systematic,31012007,ok,160.51,117,0.3398959078538589,0.3398959078538589,9.704364565209344,1002.8233502037303,19,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00295.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,8,6.0,systematic,31012008,ok,159.14,117,0.3494080694835614,0.3494080694835614,12.776605336907519,1003.3365180586479,23,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00296.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,9,6.0,systematic,31012009,ok,159.63,117,0.3523673814268312,0.3523673814268312,11.54793947269884,1004.4790978315933,24,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00297.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,10,6.0,systematic,31012010,ok,157.49,117,0.3589999450663485,0.3589999450663485,7.819941830114103,1002.4775861651602,22,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00298.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,11,6.0,systematic,31012011,ok,158.47,117,0.3451074501445111,0.3451074501445111,12.07007850450077,1003.8496929540021,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00299.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,12,6.0,systematic,31012012,ok,159.7,117,0.3800512402537307,0.3800512402537307,8.793975075059963,1003.415657158695,16,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00300.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,13,6.0,systematic,31012013,ok,156.97,117,0.357765047639782,0.357765047639782,14.312295260974011,1002.7834772632174,27,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00301.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,14,6.0,systematic,31012014,ok,156.12,117,0.35298583644212356,0.35298583644212356,9.380040791498192,1002.4990486463113,21,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00302.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,15,6.0,systematic,31012015,ok,155.05,117,0.35689012386560093,0.35689012386560093,7.084685755982866,1002.2091464744326,19,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00303.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,16,6.0,systematic,31012016,ok,161.18,117,0.3408829048718448,0.3408829048718448,12.999305762173956,1000.8523597496595,22,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00304.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,17,6.0,systematic,31012017,ok,157.89,117,0.3697813390602228,0.3697813390602228,10.107536002776119,1000.7772349271411,22,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00305.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,18,6.0,systematic,31012018,ok,157.05,117,0.34502014981083573,0.34502014981083573,12.43980448915674,1002.5886059624411,27,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00306.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,19,6.0,systematic,31012019,ok,158.24,117,0.3665412649023332,0.3665412649023332,3.836637322268812,1003.3028881482486,18,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00307.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,20,6.0,systematic,31012020,ok,156.9,117,0.3609135433754024,0.3609135433754024,9.136484037362331,1004.6294404632854,22,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00308.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,21,6.0,systematic,31012021,ok,158.16,117,0.36074788358755944,0.36074788358755944,13.056280506026496,1001.8846563547507,28,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00309.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,22,6.0,systematic,31012022,ok,156.85,117,0.3785474986470711,0.3785474986470711,9.01969824694204,1002.3652489486083,25,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00310.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,32,32.0,0.35,0.3532,1024,23,6.0,systematic,31012023,ok,156.36,117,0.3619910315750422,0.3619910315750422,5.831383191707078,1002.3072428687784,20,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00311.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,0,6.0,systematic,31100000,ok,584.89,176,0.835745115033046,0.835745115033046,2.827844359823519,1010.1188506075216,7,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00000.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,1,6.0,systematic,31100001,ok,592.94,176,0.7122731602179475,0.7122731602179475,2.253315798069402,1010.9134930530525,9,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00001.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,2,6.0,systematic,31100002,ok,604.47,176,0.8390378694079396,0.8390378694079396,2.223132470858616,1009.6818599056372,5,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00002.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,3,6.0,systematic,31100003,ok,597.26,176,0.7718348625384712,0.7718348625384712,1.7772775809759487,1009.8828727193171,7,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00003.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,4,6.0,systematic,31100004,ok,562.66,176,0.8372270597377491,0.8372270597377491,1.4202188752844296,1010.6682485414705,6,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00004.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,5,6.0,systematic,31100005,ok,558.74,176,0.808145986615747,0.808145986615747,2.7549590924138365,1011.343173778177,8,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00005.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,6,6.0,systematic,31100006,ok,557.63,176,0.8070064488797627,0.8070064488797627,3.9885582131337105,1010.5176579726002,7,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00006.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,7,6.0,systematic,31100007,ok,562.03,176,0.8260628956513106,0.8260628956513106,1.6089659786284656,1010.2087783212739,7,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00007.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,8,6.0,systematic,31100008,ok,556.64,176,0.7381986795988433,0.7381986795988433,3.911954753697154,1009.7650708049355,9,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00008.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,9,6.0,systematic,31100009,ok,555.45,176,0.7900659908258925,0.7900659908258925,2.715378519895795,1009.8811066001886,10,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00009.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,10,6.0,systematic,31100010,ok,558.01,176,0.8098567833270549,0.8098567833270549,1.586045625190962,1010.9305712826393,9,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00010.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,11,6.0,systematic,31100011,ok,565.62,176,0.8390316947928548,0.8390316947928548,2.556467381499198,1011.5409680787047,9,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00011.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,12,6.0,systematic,31100012,ok,558.45,176,0.7301182415988365,0.7301182415988365,3.6102767506076945,1010.6591357715315,7,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00012.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,13,6.0,systematic,31100013,ok,562.78,176,0.7850464883323822,0.7850464883323822,1.3926421760034,1010.371755003547,6,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00013.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,14,6.0,systematic,31100014,ok,554.63,176,0.7868230218375255,0.7868230218375255,3.3977162261998886,1010.6183084928836,6,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00014.json,yes
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,48,48.0,0.35,0.2332,1024,15,6.0,systematic,31100015,ok,562.99,176,0.8011491579134609,0.8011491579134609,2.9123875124986114,1009.0080160897941,7,0,research/tasks/active/TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00015.json,yes
