pack,start,count,est_sec
0,0,110,601.1
1,110,56,600.3
2,166,31,607.2
3,197,27,623.8
4,224,24,625.7
5,248,22,619.7
6,270,20,629.7
7,290,14,628.6
8,304,12,629.6
9,316,11,627.8
10,327,10,603.0
11,337,10,655.9
12,347,9,611.9
13,356,9,638.9
14,365,9,669.0
15,374,8,608.0
16,382,8,636.3
17,390,8,645.7
18,398,8,672.4
19,406,8,681.2
20,414,7,619.3
21,421,7,628.6
22,428,4,359.2
