arm,L,T,N_c,zeta,lam,dtau_mult,resample_scheme,seed
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080000
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080001
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080002
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080003
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080004
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080005
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080006
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080007
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080008
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080009
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080010
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080011
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080012
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080013
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080014
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080015
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080016
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080017
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080018
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080019
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080020
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080021
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080022
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080023
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080024
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080025
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080026
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080027
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080028
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080029
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080030
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080031
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080032
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080033
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080034
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080035
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080036
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080037
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080038
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080039
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080040
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080041
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080042
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080043
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080044
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080045
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080046
B1024,64,64.0,1024,0.35,0.2182,6.0,systematic,33080047
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081024
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081025
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081026
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081027
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081028
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081029
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081030
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081031
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081032
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081033
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081034
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081035
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081036
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081037
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081038
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081039
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081040
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081041
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081042
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081043
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081044
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081045
B1024,64,64.0,1024,0.35,0.2232,6.0,systematic,33081046
