dataset,source_file,r_alpha_over_w,git_commit,L,lambda,zeta,real,alpha,w,T,N_c,dtau,theta_hat,S_mean,S_std,eff_sample_size,n_T_mean,n_distinct_ancestors,CMI_mean,CMI_std,B_L_mean,B_L_std,S_AB_mean,wall_s,status
boundary,pps/boundary/L112_z0.350_lam0.1775/real010.json,0.21580547112462004,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.1775,0.35,10,0.1775,0.8225,112.0,128,0.30452988199467074,-6.1825142287793335,5.370222257684488,0.2555731315384877,125.66205120259444,0.02757204638378378,1,1.7454049670031326,0.21000673600015812,9.060555315203292,1.4222002268642875,5.181359186109912,1476.4810955524445,ok
boundary,pps/boundary/L112_z0.350_lam0.1775/real011.json,0.21580547112462004,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.1775,0.35,11,0.1775,0.8225,112.0,128,0.30452988199467074,-6.212912577305319,5.492830242888266,0.24120215651184662,125.6596609316945,0.027802581395344722,1,1.7532929637477463,0.2669937868095236,8.713817042872016,2.042624475789544,4.9379426132889535,1593.9850454330444,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real000.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,0,0.2219,0.7781,112.0,128,0.24359645810749914,-7.114418254017082,3.8394968333636106,0.31045412602356304,125.1926123889869,0.03183672785185973,1,0.7864551057583181,0.49974263082074744,2.840143267811566,2.3909997717618285,3.205948662986552,1835.6857933998108,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real001.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,1,0.2219,0.7781,112.0,128,0.24359645810749914,-7.132788836388356,3.474863351245282,0.34237192896411694,125.7316943336177,0.03153505265362423,1,1.2007926085556309,0.47974131789718477,4.6560461496390975,2.1510247330830565,3.7759812789825045,1732.9479293823242,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real002.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,2,0.2219,0.7781,112.0,128,0.24359645810749914,-7.294240903754421,4.004286854276331,0.4249010452721508,125.85209556751774,0.03197660522431646,1,1.3711498164407412,0.3712626188022521,6.02894316197477,1.5673150622384666,4.427969503426197,1908.5218617916107,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real003.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,3,0.2219,0.7781,112.0,128,0.24359645810749914,-7.209677905768607,3.6377319718813386,0.28554951600897605,125.16432013448149,0.03259667834510256,1,1.0055846365649508,0.2630072045666463,3.437012916085902,1.2086527081504213,3.3623871861245,1712.3049223423004,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real004.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,4,0.2219,0.7781,112.0,128,0.24359645810749914,-7.268614623979241,4.024338288615309,0.3327756550857611,125.6363547644282,0.033357550942586134,1,1.3688619198190826,0.21072825324289093,5.449550893141428,1.295342086152408,3.9497676484896758,1921.710554599762,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real005.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,5,0.2219,0.7781,112.0,128,0.24359645810749914,-7.210986028072864,4.089680267733708,0.2393266213023145,125.66497421068935,0.032497878713491885,1,0.9856833462961335,0.22853354203885237,3.497346873657172,1.2838138889926949,3.4672884582444268,1803.9339580535889,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real006.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,6,0.2219,0.7781,112.0,128,0.24359645810749914,-7.226181083419112,3.974307577657957,0.24720238499752484,124.35390938431544,0.0321828337228832,1,0.959194798829323,0.21961344067014638,3.586583212242447,1.0850562558919423,3.7081378832785257,1914.1173548698425,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real007.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,7,0.2219,0.7781,112.0,128,0.24359645810749914,-7.270666096232668,3.9207542589057556,0.2056555094251221,125.12710992366779,0.032365656195658205,1,1.3968483252969257,0.40687442519257805,5.4226688944473675,2.0668673954516112,3.8071234572395456,1946.3976578712463,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real008.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,8,0.2219,0.7781,112.0,128,0.24359645810749914,-7.205782814375781,3.933908465290301,0.39128956353153105,124.78265827913566,0.03248158498073157,1,1.0494628017363203,0.1798012462877557,3.958493622203143,1.101314322598309,3.7441635637138164,1878.149979352951,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real009.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,9,0.2219,0.7781,112.0,128,0.24359645810749914,-7.268582252122117,3.9674512432401303,0.2914761482728422,125.62504402342354,0.03284846664444284,1,1.2157978041086563,0.3252368942778871,5.470092715531903,1.6258826651139702,4.483567013370411,1866.2336571216583,ok
boundary,pps/boundary/L112_z0.350_lam0.2219/real010.json,0.28518185323223233,9b617fad03ded5737e9f1bf1610ffeb2a50a0996,112,0.2219,0.35,10,0.2219,0.7781,112.0,128,0.24359645810749914,-7.227392199883872,3.8738671200747152,0.35895238291986126,125.2384015527114,0.03254745458602337,1,1.2670665801728112,0.34525300838234924,5.2119717593533785,2.5955169246857785,3.94044372097724,1754.002768754959,ok
