source_task,source_arm,source_file,L,T,zeta,lam,N_c,dtau_mult,resample_scheme,seed,status,wall_s,n_steps,cmi_weighted_mean,cmi_within_var,n_nonfinite,n_distinct_anc_final,gess_final,ess_cum_final,ess_frac_mean,brentq_fallbacks
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00276.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011012,ok,158.23,114,0.3862485714241593,0.04577942543517315,0,23,12.324298911638184,1003.6450068984185,0.9780234908784492,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00277.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011013,ok,158.36,114,0.40309798166897143,0.05015601406584468,0,21,7.800163653946292,1002.0875674549109,0.9780395345711803,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00278.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011014,ok,158.07,114,0.3677244087949422,0.04110715769750468,0,20,12.312143343587817,1003.3860930166195,0.978493402655045,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00279.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011015,ok,166.1,114,0.37840462577562817,0.04341975027204033,0,17,5.2949826290700495,1002.771162753826,0.978172842880637,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00280.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011016,ok,166.09,114,0.37495396723367447,0.037642531342798366,0,22,5.463495967153665,1001.9009848813716,0.9782178508871621,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00281.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011017,ok,159.08,114,0.36714925859067415,0.04503324101498789,0,25,12.895075999803236,1001.7970103219768,0.978111510729621,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00282.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011018,ok,166.9,114,0.3821034949750881,0.04453078690093579,0,19,8.153652353773658,1001.618934262983,0.9776713736295733,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00283.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011019,ok,165.69,114,0.3971065760599739,0.046299142151987806,0,26,12.151485653363,1003.1016559877937,0.9782023854829732,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00284.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011020,ok,165.54,114,0.3828054035318865,0.049889900467405955,0,25,13.643030003382862,1002.9249670000339,0.977781278456672,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00285.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011021,ok,160.99,114,0.37349305631721696,0.03947665857379939,0,21,10.057897059105645,1002.4884033917241,0.9777344276793112,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00286.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011022,ok,175.13,114,0.37091280706142604,0.043528873913860094,0,22,9.478910162535481,1000.3559972523555,0.9780666906907586,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00287.json,32,32.0,0.35,0.3432,1024,6.0,systematic,31011023,ok,158.87,114,0.392765372963354,0.04504188829893445,0,20,6.575958258077463,1001.9786809239339,0.9778634302699681,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00288.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012000,ok,163.44,117,0.34354830732821673,0.035664059339042584,0,26,14.659247868027402,1002.5638785535306,0.9775089530714764,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00289.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012001,ok,158.86,117,0.3683840488232213,0.039279420989908075,0,17,8.295433688807316,1001.738091800336,0.9774740915279868,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00290.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012002,ok,158.45,117,0.3645678029949784,0.04247479067542081,0,21,10.298128105910314,1004.4230586617435,0.9775520860597203,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00291.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012003,ok,163.43,117,0.3437097222908462,0.04119371633036818,0,17,6.0713102889236295,1002.6474923168341,0.9779586766494244,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00292.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012004,ok,161.91,117,0.37849718639654084,0.04690968499234004,0,17,7.961489985270223,1003.5136911274352,0.9779073070822834,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00293.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012005,ok,161.8,117,0.35794230076419975,0.041666941434953864,0,22,7.837828140883813,1003.7268351346802,0.9778881050003673,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00294.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012006,ok,162.74,117,0.3375580421766682,0.039102629461846505,0,18,4.789899229834547,1003.0632290805626,0.9775349506051247,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00295.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012007,ok,160.51,117,0.3398959078538589,0.034907728224406194,0,19,9.704364565209344,1002.8233502037303,0.9781236218504638,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00296.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012008,ok,159.14,117,0.3494080694835614,0.03860139366588229,0,23,12.776605336907519,1003.3365180586479,0.9779962162697003,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00297.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012009,ok,159.63,117,0.3523673814268312,0.03975886553952859,0,24,11.54793947269884,1004.4790978315933,0.9777399947387572,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00298.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012010,ok,157.49,117,0.3589999450663485,0.039686005204590966,0,22,7.819941830114103,1002.4775861651602,0.9782058803656791,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00299.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012011,ok,158.47,117,0.3451074501445111,0.041004615286967756,0,21,12.07007850450077,1003.8496929540021,0.9777511056049413,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00300.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012012,ok,159.7,117,0.3800512402537307,0.04561906203346565,0,16,8.793975075059963,1003.415657158695,0.9778165497183491,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00301.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012013,ok,156.97,117,0.357765047639782,0.03571211671520901,0,27,14.312295260974011,1002.7834772632174,0.9774701244442743,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00302.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012014,ok,156.12,117,0.35298583644212356,0.04307279295743198,0,21,9.380040791498192,1002.4990486463113,0.9776746184175173,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00303.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012015,ok,155.05,117,0.35689012386560093,0.046485223937363665,0,19,7.084685755982866,1002.2091464744326,0.9777133704012465,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00304.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012016,ok,161.18,117,0.3408829048718448,0.04214491502805316,0,22,12.999305762173956,1000.8523597496595,0.9778816745087271,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00305.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012017,ok,157.89,117,0.3697813390602228,0.04672900997196629,0,22,10.107536002776119,1000.7772349271411,0.9777768403340202,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00306.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012018,ok,157.05,117,0.34502014981083573,0.04331294259440606,0,27,12.43980448915674,1002.5886059624411,0.9772582476279107,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00307.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012019,ok,158.24,117,0.3665412649023332,0.04322126019880745,0,18,3.836637322268812,1003.3028881482486,0.9777417549714489,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00308.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012020,ok,156.9,117,0.3609135433754024,0.04419852895270896,0,22,9.136484037362331,1004.6294404632854,0.9778210903964623,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00309.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012021,ok,158.16,117,0.36074788358755944,0.04388928069366345,0,28,13.056280506026496,1001.8846563547507,0.9775512798170706,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00310.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012022,ok,156.85,117,0.3785474986470711,0.04648509581587651,0,25,9.01969824694204,1002.3652489486083,0.9778080681827462,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL32,TASK-2026-09-02-MOCK-PRODUCTION/mockL32/results/M32_00311.json,32,32.0,0.35,0.3532,1024,6.0,systematic,31012023,ok,156.36,117,0.3619910315750422,0.03703883831549052,0,20,5.831383191707078,1002.3072428687784,0.9779115668785915,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00000.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100000,ok,584.89,176,0.835745115033046,0.12012272887812722,0,7,2.827844359823519,1010.1188506075216,0.985869034798338,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00001.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100001,ok,592.94,176,0.7122731602179475,0.120308690092543,0,9,2.253315798069402,1010.9134930530525,0.9860103848683889,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00002.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100002,ok,604.47,176,0.8390378694079396,0.12175486686043542,0,5,2.223132470858616,1009.6818599056372,0.9861177249257789,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00003.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100003,ok,597.26,176,0.7718348625384712,0.12291864766117955,0,7,1.7772775809759487,1009.8828727193171,0.9864220773064895,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00004.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100004,ok,562.66,176,0.8372270597377491,0.11260687109121081,0,6,1.4202188752844296,1010.6682485414705,0.9863044201532166,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00005.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100005,ok,558.74,176,0.808145986615747,0.1128076551360032,0,8,2.7549590924138365,1011.343173778177,0.9863775721611044,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00006.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100006,ok,557.63,176,0.8070064488797627,0.11007817203394486,0,7,3.9885582131337105,1010.5176579726002,0.9859658851887992,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00007.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100007,ok,562.03,176,0.8260628956513106,0.11747014830236191,0,7,1.6089659786284656,1010.2087783212739,0.9859506926805636,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00008.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100008,ok,556.64,176,0.7381986795988433,0.10884640517987663,0,9,3.911954753697154,1009.7650708049355,0.9857056777725607,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00009.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100009,ok,555.45,176,0.7900659908258925,0.1185709991749757,0,10,2.715378519895795,1009.8811066001886,0.9861092449879455,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00010.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100010,ok,558.01,176,0.8098567833270549,0.12193668494433868,0,9,1.586045625190962,1010.9305712826393,0.9861366977091528,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00011.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100011,ok,565.62,176,0.8390316947928548,0.120424268506522,0,9,2.556467381499198,1011.5409680787047,0.9863309819538117,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00012.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100012,ok,558.45,176,0.7301182415988365,0.10636082332216952,0,7,3.6102767506076945,1010.6591357715315,0.9861069812423063,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00013.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100013,ok,562.78,176,0.7850464883323822,0.11967703686751066,0,6,1.3926421760034,1010.371755003547,0.9856594282315605,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00014.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100014,ok,554.63,176,0.7868230218375255,0.11156466226376914,0,6,3.3977162261998886,1010.6183084928836,0.9857468516214265,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00015.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100015,ok,562.99,176,0.8011491579134609,0.10957642572681246,0,7,2.9123875124986114,1009.0080160897941,0.9862574197071631,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00016.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100016,ok,559.36,176,0.759968502341316,0.1290872604614482,0,5,1.4471700456822667,1010.0989625424066,0.9860514930721003,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00017.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100017,ok,557.06,176,0.8098393000870443,0.11150310024667325,0,7,1.515125593868846,1010.4996983872651,0.9858597316927785,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00018.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100018,ok,561.33,176,0.8699702813220429,0.12662410433207036,0,8,3.3819795644545363,1010.0350048896065,0.9858790091623998,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00019.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100019,ok,558.3,176,0.8811362260590625,0.1426181498515532,0,8,3.8451631829849653,1009.829749350955,0.9862704602476675,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00020.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100020,ok,562.56,176,0.7540136826386876,0.11824069742482249,0,3,2.44346987188151,1009.4029179575045,0.9853763998141859,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00021.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100021,ok,561.48,176,0.8169798501003911,0.12414627187133126,0,6,1.8290881561825152,1009.9818589050892,0.9861047638311125,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00022.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100022,ok,557.55,176,0.8164294222241487,0.12198329592420988,0,8,1.538101370915929,1009.0587032717402,0.9859491660936125,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00023.json,48,48.0,0.35,0.2332,1024,6.0,systematic,31100023,ok,567.86,176,0.7503206610989317,0.10615756829009027,0,6,1.4239449855239357,1009.9144932046037,0.9859405849574792,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00024.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101000,ok,581.76,183,0.7608096385417893,0.10149445725501312,0,5,2.5526958994283935,1008.6090344039764,0.9858490511543034,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00025.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101001,ok,577.12,183,0.6923759115092709,0.09264065672825314,0,4,1.917329500780773,1010.9615409678544,0.9854830455114757,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00026.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101002,ok,580.41,183,0.7267216429900774,0.11231385209318971,0,7,3.738931994523049,1010.1101929371849,0.9858500441207712,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00027.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101003,ok,579.74,183,0.7981121112485807,0.12066170167775866,0,4,1.9811740699453966,1010.4399251053347,0.9857702499196567,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00028.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101004,ok,574.47,183,0.7282815953910113,0.09434625785953937,0,5,2.6518165586796756,1008.6644272501821,0.9859927038291676,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00029.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101005,ok,575.65,183,0.7574680790880932,0.10566055158862822,0,7,2.4767834619073037,1009.7651760906747,0.9858186922710689,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00030.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101006,ok,572.02,183,0.6860652822572331,0.10701047922695513,0,7,1.4459607047116838,1009.5948753136691,0.9856659205344922,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00031.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101007,ok,578.29,183,0.6893781496165817,0.09559872150974105,0,8,1.9629270484284618,1008.5394037440406,0.9857701852396176,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00032.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101008,ok,575.52,183,0.704879034243916,0.09888848476546198,0,4,2.1035552220960603,1010.6586521792236,0.9856580012863849,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00033.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101009,ok,584.82,183,0.7377921536223675,0.10195006763758671,0,10,4.0233903767938,1009.9368851309058,0.9860729476817622,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00034.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101010,ok,578.8,183,0.7145575233039456,0.11230819597208117,0,3,2.2351597005508093,1010.3600704890672,0.986000479502939,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00035.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101011,ok,578.81,183,0.7722658262455548,0.11089714823719095,0,6,3.4850537427129935,1009.2795970073234,0.9859138112386584,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00036.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101012,ok,571.45,183,0.7613706144889898,0.09775811713802371,0,6,1.6131342842725807,1010.1256124819598,0.9859593116262448,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00037.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101013,ok,580.84,183,0.7991871055808193,0.09201800947460673,0,5,2.7537291482835413,1010.5437245942992,0.9859645442722447,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00038.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101014,ok,581.08,183,0.7568524778032406,0.11227127015205514,0,9,4.889149997668672,1009.7287761061733,0.9859731114270519,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00039.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101015,ok,578.46,183,0.7285791815331005,0.089766970783436,0,3,1.2840345519246263,1009.7635642905176,0.9859604436928009,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00040.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101016,ok,571.35,183,0.6737157908013355,0.12004434928613111,0,5,3.407100291783911,1010.4399541148001,0.9858561337622669,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00041.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101017,ok,579.53,183,0.7553859567231618,0.10885163688166007,0,6,1.8546984056232998,1010.0300159132639,0.9859802428540843,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00042.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101018,ok,581.35,183,0.7175904769878816,0.11403266870405954,0,6,3.070752506794115,1010.7267716788812,0.9859750188518036,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00043.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101019,ok,615.41,183,0.8064411497983272,0.09105315488895477,0,8,5.433543024738058,1010.7378958810681,0.9863122899112503,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00044.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101020,ok,586.22,183,0.7584053874654848,0.0958302769910679,0,12,6.182860242697266,1010.3203739502818,0.9858164462063346,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00045.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101021,ok,575.88,183,0.7347067802466036,0.0992447518465775,0,9,2.8712219538775803,1009.2504707047643,0.9861106800014977,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00046.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101022,ok,578.57,183,0.7178826637688484,0.09616101477544849,0,7,1.2165273301451838,1009.0447161753427,0.9856752189439183,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00047.json,48,48.0,0.35,0.2432,1024,6.0,systematic,31101023,ok,578.23,183,0.7305013949896214,0.08206684327366795,0,8,5.582104489848067,1008.8815700387821,0.9857738436817329,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00048.json,48,48.0,0.35,0.2532,1024,6.0,systematic,31102000,ok,601.85,191,0.6396463093482062,0.08948756234167307,0,7,1.9307947263754879,1009.9201807490613,0.9861050305588318,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00049.json,48,48.0,0.35,0.2532,1024,6.0,systematic,31102001,ok,590.07,191,0.6352113816274074,0.06915842213545967,0,8,2.833836008864386,1009.0150342923808,0.9857151451715958,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00050.json,48,48.0,0.35,0.2532,1024,6.0,systematic,31102002,ok,594.25,191,0.6961444479505481,0.09044008086529984,0,9,2.8979957327791106,1009.3245249149156,0.9857008482633294,0
TASK-2026-09-02-MOCK-PRODUCTION,mockL48,TASK-2026-09-02-MOCK-PRODUCTION/mockL48/results/M48_00051.json,48,48.0,0.35,0.2532,1024,6.0,systematic,31102003,ok,588.34,191,0.6994232361761257,0.09816119155952842,0,5,1.7566499921262217,1011.1072794378946,0.9859659641668688,0
