pack,start,count,est_sec
208,322,1,1997.3
209,323,1,1997.3
210,324,1,1997.3
211,325,1,1997.3
212,326,1,1997.3
213,327,1,1997.3
214,328,1,1997.3
215,329,1,1997.3
216,330,1,1997.3
217,331,1,1997.3
218,332,1,1997.3
219,333,1,1997.3
220,334,1,1997.3
221,335,1,1997.3
222,336,1,2096.5
223,337,1,2096.5
224,338,1,2096.5
225,339,1,2096.5
226,340,1,2096.5
227,341,1,2096.5
228,342,1,2096.5
229,343,1,2096.5
230,344,1,2096.5
231,345,1,2096.5
232,346,1,2096.5
233,347,1,2096.5
234,348,1,2096.5
235,349,1,2096.5
236,350,1,2096.5
237,351,1,2096.5
238,352,1,2196.9
239,353,1,2196.9
240,354,1,2196.9
241,355,1,2196.9
242,356,1,2196.9
243,357,1,2196.9
244,358,1,2196.9
245,359,1,2196.9
246,360,1,2196.9
247,361,1,2196.9
248,362,1,2196.9
249,363,1,2196.9
250,364,1,2196.9
251,365,1,2196.9
252,366,1,2196.9
253,367,1,2196.9
254,368,1,2292.9
255,369,1,2292.9
256,370,1,2292.9
257,371,1,2292.9
258,372,1,2292.9
259,373,1,2292.9
260,374,1,2292.9
261,375,1,2292.9
262,376,1,2292.9
263,377,1,2292.9
264,378,1,2292.9
265,379,1,2292.9
266,380,1,2292.9
267,381,1,2292.9
268,382,1,2292.9
269,383,1,2292.9
270,384,1,2381.1
271,385,1,2381.1
272,386,1,2381.1
273,387,1,2381.1
274,388,1,2381.1
275,389,1,2381.1
276,390,1,2381.1
277,391,1,2381.1
278,392,1,2381.1
279,393,1,2381.1
280,394,1,2381.1
281,395,1,2381.1
282,396,1,2381.1
283,397,1,2381.1
284,398,1,2381.1
285,399,1,2381.1
286,400,1,2468.7
287,401,1,2468.7
288,402,1,2468.7
289,403,1,2468.7
290,404,1,2468.7
291,405,1,2468.7
292,406,1,2468.7
293,407,1,2468.7
294,408,1,2468.7
295,409,1,2468.7
296,410,1,2468.7
297,411,1,2468.7
298,412,1,2468.7
299,413,1,2468.7
300,414,1,2468.7
301,415,1,2468.7
302,416,1,2550.9
303,417,1,2550.9
304,418,1,2550.9
305,419,1,2550.9
306,420,1,2550.9
307,421,1,2550.9
308,422,1,2550.9
309,423,1,2550.9
310,424,1,2550.9
311,425,1,2550.9
312,426,1,2550.9
313,427,1,2550.9
314,428,1,2550.9
315,429,1,2550.9
316,430,1,2550.9
317,431,1,2550.9
