pack,start,count,est_sec
0,0,5,738.7
1,5,5,738.7
2,10,5,738.7
3,15,4,618.7
4,19,4,627.9
5,23,4,627.9
6,27,4,627.9
7,31,4,658.8
8,35,4,669.1
9,39,4,669.1
10,43,4,669.1
11,47,4,694.5
12,51,4,703.0
13,55,4,703.0
14,59,4,703.0
15,63,4,726.5
16,67,4,734.4
17,71,4,734.4
18,75,4,734.4
19,79,4,756.9
20,83,4,764.4
21,87,4,764.4
22,91,4,764.4
23,95,4,786.1
24,99,4,793.4
25,103,4,793.4
26,107,4,793.4
27,111,3,609.4
28,114,3,616.6
29,117,3,616.6
30,120,3,616.6
31,123,3,616.6
32,126,3,623.3
33,129,3,636.8
34,132,3,636.8
35,135,3,636.8
36,138,3,636.8
37,141,3,636.8
38,144,2,1185.8
39,146,2,1185.8
40,148,2,1185.8
41,150,2,1185.8
42,152,2,1185.8
43,154,2,1185.8
44,156,2,1185.8
45,158,2,1185.8
46,160,1,633.2
47,161,1,633.2
48,162,1,633.2
49,163,1,633.2
50,164,1,633.2
51,165,1,633.2
52,166,1,633.2
53,167,1,633.2
54,168,1,633.2
55,169,1,633.2
56,170,1,633.2
57,171,1,633.2
58,172,1,633.2
59,173,1,633.2
60,174,1,633.2
61,175,1,633.2
62,176,1,671.1
63,177,1,671.1
64,178,1,671.1
65,179,1,671.1
66,180,1,671.1
67,181,1,671.1
68,182,1,671.1
69,183,1,671.1
70,184,1,671.1
71,185,1,671.1
72,186,1,671.1
73,187,1,671.1
74,188,1,671.1
75,189,1,671.1
76,190,1,671.1
77,191,1,671.1
78,192,1,702.7
79,193,1,702.7
80,194,1,702.7
81,195,1,702.7
82,196,1,702.7
83,197,1,702.7
84,198,1,702.7
85,199,1,702.7
86,200,1,702.7
87,201,1,702.7
88,202,1,702.7
89,203,1,702.7
90,204,1,702.7
91,205,1,702.7
92,206,1,702.7
93,207,1,702.7
94,208,1,737.0
95,209,1,737.0
96,210,1,737.0
97,211,1,737.0
98,212,1,737.0
99,213,1,737.0
100,214,1,737.0
101,215,1,737.0
102,216,1,737.0
103,217,1,737.0
104,218,1,737.0
105,219,1,737.0
106,220,1,737.0
107,221,1,737.0
108,222,1,737.0
109,223,1,737.0
110,224,1,769.8
111,225,1,769.8
112,226,1,769.8
113,227,1,769.8
114,228,1,769.8
115,229,1,769.8
116,230,1,769.8
117,231,1,769.8
118,232,1,769.8
119,233,1,769.8
120,234,1,769.8
121,235,1,769.8
122,236,1,769.8
123,237,1,769.8
124,238,1,769.8
125,239,1,769.8
126,240,1,798.9
127,241,1,798.9
128,242,1,798.9
129,243,1,798.9
130,244,1,798.9
131,245,1,798.9
132,246,1,798.9
133,247,1,798.9
134,248,1,798.9
135,249,1,798.9
136,250,1,798.9
137,251,1,798.9
138,252,1,798.9
139,253,1,798.9
140,254,1,798.9
141,255,1,798.9
142,256,1,827.9
143,257,1,827.9
144,258,1,827.9
145,259,1,827.9
146,260,1,827.9
147,261,1,827.9
148,262,1,827.9
149,263,1,827.9
150,264,1,827.9
151,265,1,827.9
152,266,1,827.9
153,267,1,827.9
154,268,1,827.9
155,269,1,827.9
156,270,1,827.9
157,271,1,827.9
158,272,1,857.2
159,273,1,857.2
160,274,1,857.2
161,275,1,857.2
162,276,1,857.2
163,277,1,857.2
164,278,1,857.2
165,279,1,857.2
166,280,1,857.2
167,281,1,857.2
168,282,1,857.2
169,283,1,857.2
170,284,1,857.2
171,285,1,857.2
172,286,1,857.2
173,287,1,857.2
174,288,1,1768.4
175,289,1,1768.4
176,290,1,1768.4
177,291,1,1768.4
178,292,1,1768.4
179,293,1,1768.4
180,294,1,1768.4
181,295,1,1768.4
182,296,1,1768.4
183,297,1,1768.4
184,298,1,1768.4
185,299,1,1768.4
186,300,1,1768.4
187,301,1,1768.4
188,302,1,1768.4
189,303,1,1768.4
190,304,1,1886.3
191,305,1,1886.3
192,306,1,1886.3
193,307,1,1886.3
194,308,1,1886.3
195,309,1,1886.3
196,310,1,1886.3
197,311,1,1886.3
198,312,1,1886.3
199,313,1,1886.3
200,314,1,1886.3
201,315,1,1886.3
202,316,1,1886.3
203,317,1,1886.3
204,318,1,1886.3
205,319,1,1886.3
206,320,1,1997.3
207,321,1,1997.3
