pack,start,count,est_sec
0,0,8,642.3
1,8,8,642.3
2,16,8,682.5
3,24,8,682.5
4,32,7,636.4
5,39,7,636.4
6,46,7,659.4
7,53,7,668.6
8,60,7,681.4
9,67,7,698.4
10,74,7,702.5
11,81,6,623.2
12,87,6,623.2
13,93,6,635.0
14,99,6,646.8
15,105,6,646.8
16,111,6,666.3
17,117,6,670.2
18,123,6,673.9
19,129,6,692.2
20,135,6,692.2
21,141,4,668.3
22,145,2,644.5
23,147,2,644.5
24,149,2,644.5
25,151,2,644.5
26,153,2,644.5
27,155,2,644.5
28,157,2,644.5
29,159,2,666.4
30,161,2,688.3
31,163,2,688.3
32,165,2,688.3
33,167,2,688.3
34,169,2,688.3
35,171,2,688.3
36,173,2,688.3
37,175,2,708.9
38,177,2,729.5
39,179,2,729.5
40,181,2,729.5
41,183,2,729.5
42,185,2,729.5
43,187,2,729.5
44,189,2,729.5
45,191,2,746.6
46,193,2,763.8
47,195,2,763.8
48,197,2,763.8
49,199,2,763.8
50,201,2,763.8
51,203,2,763.8
52,205,2,763.8
53,207,2,782.4
54,209,2,801.1
55,211,2,801.1
56,213,2,801.1
57,215,2,801.1
58,217,2,801.1
59,219,2,801.1
60,221,2,801.1
61,223,2,818.9
62,225,2,836.8
63,227,2,836.8
64,229,2,836.8
65,231,2,836.8
66,233,2,836.8
67,235,2,836.8
68,237,2,836.8
69,239,2,852.6
70,241,2,868.4
71,243,2,868.4
72,245,2,868.4
73,247,2,868.4
74,249,2,868.4
75,251,2,868.4
76,253,2,868.4
77,255,2,884.2
78,257,2,899.9
79,259,2,899.9
80,261,2,899.9
81,263,2,899.9
82,265,2,899.9
83,267,2,899.9
84,269,2,899.9
85,271,2,915.8
86,273,2,931.8
87,275,2,931.8
88,277,2,931.8
89,279,2,931.8
90,281,2,931.8
91,283,2,931.8
92,285,2,931.8
93,287,2,1427.0
94,289,1,961.1
95,290,1,961.1
96,291,1,961.1
97,292,1,961.1
98,293,1,961.1
99,294,1,961.1
100,295,1,961.1
101,296,1,961.1
102,297,1,961.1
103,298,1,961.1
104,299,1,961.1
105,300,1,961.1
106,301,1,961.1
107,302,1,961.1
108,303,1,961.1
109,304,1,1025.2
110,305,1,1025.2
111,306,1,1025.2
112,307,1,1025.2
113,308,1,1025.2
114,309,1,1025.2
115,310,1,1025.2
116,311,1,1025.2
117,312,1,1025.2
118,313,1,1025.2
119,314,1,1025.2
120,315,1,1025.2
121,316,1,1025.2
122,317,1,1025.2
123,318,1,1025.2
124,319,1,1025.2
125,320,1,1085.5
126,321,1,1085.5
127,322,1,1085.5
128,323,1,1085.5
129,324,1,1085.5
130,325,1,1085.5
131,326,1,1085.5
132,327,1,1085.5
133,328,1,1085.5
134,329,1,1085.5
135,330,1,1085.5
136,331,1,1085.5
137,332,1,1085.5
138,333,1,1085.5
139,334,1,1085.5
140,335,1,1085.5
141,336,1,1139.4
142,337,1,1139.4
143,338,1,1139.4
144,339,1,1139.4
145,340,1,1139.4
146,341,1,1139.4
147,342,1,1139.4
148,343,1,1139.4
149,344,1,1139.4
150,345,1,1139.4
151,346,1,1139.4
152,347,1,1139.4
153,348,1,1139.4
154,349,1,1139.4
155,350,1,1139.4
156,351,1,1139.4
157,352,1,1194.0
158,353,1,1194.0
159,354,1,1194.0
160,355,1,1194.0
161,356,1,1194.0
162,357,1,1194.0
163,358,1,1194.0
164,359,1,1194.0
165,360,1,1194.0
166,361,1,1194.0
167,362,1,1194.0
168,363,1,1194.0
169,364,1,1194.0
170,365,1,1194.0
171,366,1,1194.0
172,367,1,1194.0
173,368,1,1246.1
174,369,1,1246.1
175,370,1,1246.1
176,371,1,1246.1
177,372,1,1246.1
178,373,1,1246.1
179,374,1,1246.1
180,375,1,1246.1
181,376,1,1246.1
182,377,1,1246.1
183,378,1,1246.1
184,379,1,1246.1
185,380,1,1246.1
186,381,1,1246.1
187,382,1,1246.1
188,383,1,1246.1
189,384,1,1294.1
190,385,1,1294.1
191,386,1,1294.1
192,387,1,1294.1
193,388,1,1294.1
194,389,1,1294.1
195,390,1,1294.1
196,391,1,1294.1
197,392,1,1294.1
198,393,1,1294.1
199,394,1,1294.1
200,395,1,1294.1
201,396,1,1294.1
202,397,1,1294.1
203,398,1,1294.1
204,399,1,1294.1
205,400,1,1341.7
206,401,1,1341.7
207,402,1,1341.7
208,403,1,1341.7
209,404,1,1341.7
210,405,1,1341.7
211,406,1,1341.7
212,407,1,1341.7
213,408,1,1341.7
214,409,1,1341.7
215,410,1,1341.7
216,411,1,1341.7
217,412,1,1341.7
218,413,1,1341.7
219,414,1,1341.7
220,415,1,1341.7
221,416,1,1386.3
222,417,1,1386.3
223,418,1,1386.3
224,419,1,1386.3
225,420,1,1386.3
226,421,1,1386.3
227,422,1,1386.3
228,423,1,1386.3
229,424,1,1386.3
230,425,1,1386.3
231,426,1,1386.3
232,427,1,1386.3
233,428,1,1386.3
234,429,1,1386.3
235,430,1,1386.3
236,431,1,1386.3
