arm,L,T,N_c,zeta,lam,dtau_mult,resample_scheme,seed
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600000
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600001
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600002
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600003
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600004
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600005
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600006
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600007
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600008
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600009
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600010
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600011
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600012
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600013
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600014
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600015
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600016
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600017
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600018
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600019
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600020
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600021
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600022
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600023
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600024
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600025
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600026
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600027
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600028
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600029
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600030
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600031
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600032
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600033
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600034
C64,64,64.0,128,0.35,0.2332,6.0,systematic,31600035
