pack,start,count,est_sec
0,0,12,604.7
1,12,11,609.8
2,23,11,655.5
3,34,10,653.0
4,44,9,619.2
5,53,9,644.4
6,62,8,607.6
7,70,8,619.2
8,78,8,651.5
9,86,8,662.3
10,94,8,680.7
11,102,7,600.9
12,109,7,620.5
13,116,7,635.2
14,123,7,644.4
15,130,7,667.6
16,137,7,667.6
17,144,4,790.8
18,148,4,790.8
19,152,4,790.8
20,156,4,790.8
21,160,3,685.3
22,163,3,685.3
23,166,3,685.3
24,169,3,685.3
25,172,3,685.3
26,175,3,739.4
27,178,3,766.5
28,181,3,766.5
29,184,3,766.5
30,187,3,766.5
31,190,3,791.0
32,193,3,840.0
33,196,3,840.0
34,199,3,840.0
35,202,3,840.0
36,205,3,840.0
37,208,2,613.1
38,210,2,613.1
39,212,2,613.1
40,214,2,613.1
41,216,2,613.1
42,218,2,613.1
43,220,2,613.1
44,222,2,613.1
45,224,2,654.4
46,226,2,654.4
47,228,2,654.4
48,230,2,654.4
49,232,2,654.4
50,234,2,654.4
51,236,2,654.4
52,238,2,654.4
53,240,2,693.4
54,242,2,693.4
55,244,2,693.4
56,246,2,693.4
57,248,2,693.4
58,250,2,693.4
59,252,2,693.4
60,254,2,693.4
61,256,2,736.9
62,258,2,736.9
63,260,2,736.9
64,262,2,736.9
65,264,2,736.9
66,266,2,736.9
67,268,2,736.9
68,270,2,736.9
69,272,2,771.7
70,274,2,771.7
71,276,2,771.7
72,278,2,771.7
73,280,2,771.7
74,282,2,771.7
75,284,2,771.7
76,286,2,771.7
77,288,2,1149.4
78,290,2,1149.4
79,292,2,1149.4
80,294,2,1149.4
81,296,2,1149.4
82,298,2,1149.4
83,300,2,1149.4
84,302,2,1149.4
85,304,1,671.6
86,305,1,671.6
87,306,1,671.6
88,307,1,671.6
89,308,1,671.6
90,309,1,671.6
91,310,1,671.6
92,311,1,671.6
93,312,1,671.6
94,313,1,671.6
95,314,1,671.6
96,315,1,671.6
97,316,1,671.6
98,317,1,671.6
99,318,1,671.6
100,319,1,671.6
101,320,1,764.3
102,321,1,764.3
103,322,1,764.3
104,323,1,764.3
105,324,1,764.3
106,325,1,764.3
107,326,1,764.3
108,327,1,764.3
109,328,1,764.3
110,329,1,764.3
111,330,1,764.3
112,331,1,764.3
113,332,1,764.3
114,333,1,764.3
115,334,1,764.3
116,335,1,764.3
117,336,1,839.6
118,337,1,839.6
119,338,1,839.6
120,339,1,839.6
121,340,1,839.6
122,341,1,839.6
123,342,1,839.6
124,343,1,839.6
125,344,1,839.6
126,345,1,839.6
127,346,1,839.6
128,347,1,839.6
129,348,1,839.6
130,349,1,839.6
131,350,1,839.6
132,351,1,839.6
133,352,1,908.7
134,353,1,908.7
135,354,1,908.7
136,355,1,908.7
137,356,1,908.7
138,357,1,908.7
139,358,1,908.7
140,359,1,908.7
141,360,1,908.7
142,361,1,908.7
143,362,1,908.7
144,363,1,908.7
145,364,1,908.7
146,365,1,908.7
147,366,1,908.7
148,367,1,908.7
149,368,1,972.9
150,369,1,972.9
151,370,1,972.9
152,371,1,972.9
153,372,1,972.9
154,373,1,972.9
155,374,1,972.9
156,375,1,972.9
157,376,1,972.9
158,377,1,972.9
159,378,1,972.9
160,379,1,972.9
161,380,1,972.9
162,381,1,972.9
163,382,1,972.9
164,383,1,972.9
165,384,1,1033.1
166,385,1,1033.1
167,386,1,1033.1
168,387,1,1033.1
169,388,1,1033.1
170,389,1,1033.1
171,390,1,1033.1
172,391,1,1033.1
173,392,1,1033.1
174,393,1,1033.1
175,394,1,1033.1
176,395,1,1033.1
177,396,1,1033.1
178,397,1,1033.1
179,398,1,1033.1
180,399,1,1033.1
181,400,1,1090.0
182,401,1,1090.0
183,402,1,1090.0
184,403,1,1090.0
185,404,1,1090.0
186,405,1,1090.0
187,406,1,1090.0
188,407,1,1090.0
189,408,1,1090.0
190,409,1,1090.0
191,410,1,1090.0
192,411,1,1090.0
193,412,1,1090.0
194,413,1,1090.0
195,414,1,1090.0
196,415,1,1090.0
197,416,1,1149.4
198,417,1,1149.4
199,418,1,1149.4
200,419,1,1149.4
201,420,1,1149.4
202,421,1,1149.4
203,422,1,1149.4
204,423,1,1149.4
205,424,1,1149.4
206,425,1,1149.4
207,426,1,1149.4
208,427,1,1149.4
209,428,1,1149.4
210,429,1,1149.4
211,430,1,1149.4
212,431,1,1149.4
