L,zeta,lambda,nreal,CMI,CMI_se,B_L,B_L_se
96,0.9,0.4269,12,0.7722345926641169,0.011493829315119922,2.426156755037487,0.04516347498942033
96,0.9,0.4981,12,0.3423806573551153,0.013380732687296355,0.7754072382720908,0.03201390662730893
96,0.9,0.5692,12,0.05384707694722582,0.0071862536267565304,0.0931932081783356,0.011530899574269992
96,0.9,0.6641,12,0.0007822327195253511,0.0004794096363134926,0.0008955899720855402,0.000538205704498447
96,0.9,0.7589,12,1.2216505857297102e-07,4.1159068619466316e-08,1.321173459703002e-07,4.4396370893387925e-08
96,1.0,0.3,12,1.5769545434078127,0.00571348554724128,7.910473802957157,0.0459411381694025
96,1.0,0.375,12,1.0577731504114845,0.00591389975665438,4.035213168294131,0.02829788842549014
96,1.0,0.45,12,0.6217830400417877,0.010444143946702057,1.764356129106597,0.034304950481485914
96,1.0,0.525,12,0.2014814267066295,0.007994151113183686,0.4168346717532136,0.018473645128300836
96,1.0,0.6,12,0.0221516552633568,0.0023143992065303804,0.03632808816355416,0.004158273103321767
96,1.0,0.7,12,0.00019300077955257617,9.980387584636793e-05,0.0002191882608901828,0.00010047101540235811
96,1.0,0.8,12,1.610678160869165e-09,8.231012249609137e-10,1.76272396884354e-09,8.80439288289278e-10
112,0.05,0.0671,12,1.0760706401721973,0.01131196049662847,3.1984180202426438,0.05448513489734849
112,0.05,0.0839,12,0.5928284385489805,0.0230430049411156,1.6605681386791222,0.08359477552711364
112,0.05,0.1006,12,0.8771557821437862,0.01081248923264266,2.374331745474278,0.035595872380207685
112,0.05,0.1174,12,0.5954819490416196,0.010845094724184642,1.4256619370028314,0.03577772904030013
112,0.05,0.1342,12,0.5372384716363802,0.01104898546636879,1.1944379305978035,0.029085400752151058
112,0.05,0.1565,12,0.38759578745689605,0.010962906430661175,0.8077864029380627,0.027182302821881013
112,0.05,0.1789,12,0.2549002314785633,0.0050312137290007275,0.49239540123446685,0.011079036127399274
112,0.1,0.0949,12,0.9208755499118838,0.03211139888287501,2.9604023544338234,0.11678259239388053
112,0.1,0.1186,12,0.7723586742227918,0.03362979246238686,2.197253296805536,0.12022818392430434
112,0.1,0.1423,12,0.6118606283261422,0.025942301246785503,1.5367967075519362,0.07943245604674584
112,0.1,0.166,12,0.43832511701349147,0.023576197555108917,1.018262642924977,0.06265240503461775
112,0.1,0.1897,12,0.3363504877195835,0.018986386257447634,0.7175740366547748,0.043385229288712045
112,0.1,0.2214,12,0.31917371494633023,0.01979582837890287,0.6395287236008241,0.04379103929811741
112,0.1,0.253,12,0.15045287917240127,0.006770154352396855,0.2700293034325208,0.013418535899640987
112,0.15,0.1162,12,1.019738653376864,0.048556445580300166,3.594699751271858,0.2444840689764994
112,0.15,0.1452,12,0.8014985788708672,0.044477966087198444,2.4354456936156503,0.1832973771279737
112,0.15,0.1743,12,0.5283050401313673,0.030429894022671766,1.3232740867118828,0.08204436740477396
112,0.15,0.2033,12,0.4034475009592618,0.018742465522657292,0.9023152972966311,0.047480355319624565
112,0.15,0.2324,12,0.32275948143756666,0.01345001508815498,0.6607337074308233,0.03146635405967488
112,0.15,0.2711,12,0.13872859204056834,0.008216555636577475,0.2545648250669616,0.01605422005822147
112,0.15,0.3098,12,0.06840247794737325,0.005203820542501042,0.1163961820689481,0.008971244924952729
112,0.2,0.1342,12,1.2900212862193976,0.05745658743319593,4.929541342421938,0.2725186736880399
112,0.2,0.1677,12,0.9055593546277504,0.0730645095707785,2.961351793339802,0.30144040773143194
112,0.2,0.2012,12,0.517582893193554,0.025735260863459317,1.3425924428291796,0.08688847893230284
112,0.2,0.2348,12,0.39108684880334227,0.019321498483074843,0.870917082879001,0.04519291104214776
112,0.2,0.2683,12,0.2576800159983843,0.021002426574493787,0.5185432687468696,0.05093595620990996
112,0.2,0.313,12,0.07328206087897272,0.004051711019854724,0.1275828279115661,0.007301548117751363
112,0.2,0.3578,12,0.02673514842738357,0.0030522676749788103,0.042437814379515486,0.004727684174520867
112,0.25,0.15,12,1.4100134873327586,0.06261403264597215,5.883131048313326,0.3289775941019697
112,0.25,0.1875,12,0.9500378488904252,0.0502963831937453,3.227925794101289,0.22018754898099552
112,0.25,0.225,12,0.5729857012851277,0.04657623508217666,1.5614262256553022,0.1677580475253504
112,0.25,0.2625,12,0.31173214812526473,0.02318943434751816,0.6900786595770073,0.057636172029922335
112,0.25,0.3,12,0.13603474062564822,0.017561322154008484,0.2674421989841414,0.03825785749678487
112,0.25,0.35,12,0.04603537759414631,0.006468191123963417,0.07863650830995907,0.010828165432090532
112,0.25,0.4,12,0.009274762585113769,0.0009775790036794852,0.01402311086779446,0.001454501011010796
112,0.3,0.1643,12,1.76603605368967,0.09223425277472187,8.653533980933053,0.605907679983647
112,0.3,0.2054,12,1.2011782994937188,0.09118967859277634,4.650965559500038,0.42402561270677186
112,0.3,0.2465,12,0.704980126827169,0.06812111056162544,2.1224289604846613,0.25317449652201335
112,0.3,0.2876,12,0.34731402907635656,0.043076832983652634,0.791847507833307,0.10654121736090529
112,0.3,0.3286,12,0.1105256230628373,0.013220893790607086,0.20938858741213862,0.02284608075762959
112,0.3,0.3834,12,0.027427577189693863,0.0044394677242605,0.046191771338953684,0.007422286766574561
112,0.3,0.4382,12,0.0022967148157531756,0.00038521859522524176,0.003481151553633226,0.0005794458661524651
112,0.35,0.1775,12,1.8019574663329188,0.07125743922313094,9.522104998384252,0.4758509307302159
112,0.35,0.2219,12,1.1328395010356138,0.05450971364959464,4.450512015031639,0.28840492026197706
112,0.35,0.2662,12,0.5698160653319242,0.061473968805148806,1.723105036354747,0.25673992877878365
112,0.35,0.3106,12,0.26799819813400677,0.03508325811202905,0.6072656135277227,0.08456843266359292
112,0.35,0.355,12,0.12617561022227214,0.03952581011946674,0.2550689874789687,0.08341788066033642
112,0.35,0.4141,12,0.01325953595885919,0.0032782025754756697,0.021445868992395613,0.004971337683126651
112,0.35,0.4733,12,0.0013593939812336833,0.000574916591037384,0.0019044792003233082,0.0007936019974353106
112,0.4,0.1897,12,1.9875871721806353,0.0735114615420021,11.352394172727449,0.5735977258511239
112,0.4,0.2372,12,1.2192774021395518,0.0638563321960538,5.133797400113987,0.3607086683309264
112,0.4,0.2846,12,0.762930693365405,0.06373871703780379,2.460044714148894,0.2635799485662064
112,0.4,0.332,12,0.4229089548519857,0.0536242963469825,1.0906423113579533,0.16370328556920277
112,0.4,0.3795,12,0.14099462498066398,0.019492512321421455,0.2902008837167313,0.04451213469116958
112,0.4,0.4427,12,0.006337012251924924,0.0018408436942711373,0.010852404433302801,0.003312334559358825
112,0.4,0.506,12,0.0005936167892043328,0.0002169792604391553,0.0009685981389786965,0.00037557837066527056
112,0.5,0.2121,12,1.9882810637695512,0.059319974918477084,11.433242111695042,0.46882824225954733
112,0.5,0.2652,12,1.3906838177890168,0.03799539872164277,6.42119569725661,0.23795987929494397
112,0.5,0.3182,12,0.8426896833762928,0.05812218636863482,3.047117824270343,0.26264840765501446
112,0.5,0.3712,12,0.35865073419946986,0.07271848436673307,0.9262556767936322,0.20395133140005575
112,0.5,0.4243,12,0.21073158415306828,0.03470576754094226,0.4370936157888276,0.0781731400803005
112,0.5,0.495,12,0.008667989280469234,0.0029637781725850684,0.014138724885615572,0.004444207660510558
112,0.5,0.5657,12,0.00015045710754570755,5.7735765321750765e-05,0.00018977087321281916,7.292243076478077e-05
112,0.6,0.2324,12,2.0537261633592006,0.03598233912252394,12.59796042423268,0.35412599720207943
112,0.6,0.2905,12,1.411499012027759,0.04321681222027232,6.6251689279838475,0.23939167020152874
112,0.6,0.3486,12,0.8571374384415655,0.06318992105627375,3.0721735753905413,0.28361546833187984
112,0.6,0.4067,12,0.5444295689330735,0.04890633731805099,1.4324122205243375,0.13614259051250446
112,0.6,0.4648,12,0.19096459646380917,0.03179125194172226,0.4173778416205461,0.06993110002291253
112,0.6,0.5422,12,0.0022893790415404788,0.0006289484839979328,0.003528101717235546,0.0009005259388944287
112,0.6,0.6197,12,1.3073734759077096e-05,8.122384286754952e-06,2.1275257386699314e-05,1.4019534752837381e-05
112,0.7,0.251,12,1.9889936055914168,0.03392312211762774,11.952930838424143,0.24017310885312979
112,0.7,0.3137,12,1.3833466870151583,0.015218257183543245,6.387705614167191,0.11811527154660434
112,0.7,0.3765,12,0.9215786825221947,0.042520441100202075,3.2376968762056446,0.16634991293245863
112,0.7,0.4392,12,0.43471078230510424,0.047082638707018364,1.1345195002752944,0.14312443644398934
112,0.7,0.502,12,0.12952732435201703,0.02358469913292054,0.23979118049818834,0.04189857079650845
112,0.7,0.5857,12,0.002784447958825384,0.000992496236247501,0.004222871616067392,0.0015146846315522544
112,0.7,0.6693,12,0.0009184315719482343,0.000699499445362892,0.0010393195548030827,0.0007904698602844505
112,0.8,0.2683,12,1.918095181008079,0.015831407898681364,11.437249210404966,0.1082304700270336
112,0.8,0.3354,12,1.3605410291289661,0.023964782246571805,6.203615024601021,0.14728333877192892
112,0.8,0.4025,12,0.852673470405101,0.037810496160789,2.959461962035775,0.1677572158887925
112,0.8,0.4696,12,0.4652274004147163,0.0398350961418786,1.1983944965126743,0.12629933408887128
112,0.8,0.5367,12,0.10882210502862555,0.02648249173127505,0.1986638962002281,0.05064346654708627
112,0.8,0.6261,12,0.0007137297037330281,0.00029155449428260044,0.0009350672058222957,0.0003782031279448605
112,0.8,0.7155,12,5.435411000001498e-07,3.396918430365791e-07,5.975848202604485e-07,3.647931794026903e-07
112,0.9,0.2846,12,1.7714982859677824,0.014281326678747,10.08452263971054,0.11415272802402361
112,0.9,0.3558,12,1.2189776019601726,0.01810593557761186,5.306695706196279,0.08926706986932803
112,0.9,0.4269,12,0.8011002837948838,0.017790704452911678,2.618327216240997,0.07302372765300025
112,0.9,0.4981,12,0.3426773291021552,0.02670879670956289,0.8000853820963935,0.05983573737761447
112,0.9,0.5692,12,0.03662979460332825,0.004748551451797437,0.06750833079163913,0.01075779312014628
112,0.9,0.6641,12,0.00028903897129231555,0.00020801066397217204,0.0004520117414480388,0.0003411304121852999
112,0.9,0.7589,12,1.0752725952848628e-07,9.322402628292662e-08,1.1337128600664676e-07,9.81543014211274e-08
112,1.0,0.3,12,1.5937269335361215,0.007295215808832398,8.373902741293296,0.050092493732249374
112,1.0,0.375,12,1.0891893154441445,0.007756705310396945,4.338119557902899,0.03521219773085381
112,1.0,0.45,6,0.6155946157958666,0.007251717553708524,1.7770325017342599,0.02373015478781317
128,0.05,0.0671,12,1.005179021447894,0.01560224835344388,3.1616253294079084,0.0726935881699753
128,0.05,0.0839,12,0.7143839836933918,0.008538213705019056,1.9686106920693562,0.033867178328646455
128,0.05,0.1006,12,0.6984517362054384,0.009131446303701822,1.8129119408289913,0.033188213998597046
128,0.05,0.1174,12,0.5818373464632652,0.007589233451277187,1.3853343320709044,0.02375408215384528
128,0.05,0.1342,12,0.42492270205762267,0.013617221487893625,0.931038134279001,0.034692702771261304
128,0.05,0.1565,12,0.2845902606022625,0.0074868874232224165,0.588306390412694,0.018715637157771286
128,0.05,0.1789,12,0.3667866590375793,0.012485948948336989,0.7396827389200427,0.02605969042741939
128,0.1,0.0949,12,1.0558491084646269,0.04206134718370962,3.5118159906688313,0.19156701346744257
128,0.1,0.1186,12,0.7137330180143276,0.016581893550043702,1.977805358517178,0.06465425839956787
128,0.1,0.1423,12,0.5496840427694218,0.013126318166891655,1.3959766216753469,0.04867943896085648
128,0.1,0.166,12,0.41523895648448095,0.018549222518554013,0.9414556591229756,0.04601370970490151
128,0.1,0.1897,12,0.4904432827315368,0.03140740278698498,1.1325774431531823,0.0895282817562798
128,0.1,0.2214,12,0.20047654902371714,0.005735413702479092,0.3869943589357543,0.010669286706048688
128,0.1,0.253,12,0.11861185113319905,0.004957963291099884,0.20857795680868088,0.008762162081884343
128,0.15,0.1162,12,1.1215096722613542,0.05862218572380579,3.9398854224622624,0.2668725816071535
128,0.15,0.1452,12,0.7698004045443408,0.04313483133213054,2.336919297671796,0.16845260477175156
128,0.15,0.1743,12,0.5664374797323902,0.02538756578872667,1.5031413506203608,0.08092994177454081
128,0.15,0.2033,12,0.450488097929623,0.02062911049325477,1.0810574384298117,0.06921761706020603
128,0.15,0.2324,12,0.2590228876038791,0.015436697573988523,0.5240435259621447,0.03123230280751215
128,0.15,0.2711,12,0.12664585638366097,0.0086890201531612,0.2337116547826613,0.016264779130382916
128,0.15,0.3098,12,0.047273287103715304,0.0030949132173548203,0.07882839744277785,0.00484039778866724
128,0.2,0.1342,12,1.2270640491293505,0.06766127394853094,5.039814161507095,0.3147273412827279
128,0.2,0.1677,12,0.8616178293851391,0.03468884574068408,2.8463819854310235,0.15542862983534173
128,0.2,0.2012,12,0.6002339824834962,0.04048502948642254,1.6820953863608008,0.1215541196553809
128,0.2,0.2348,12,0.323835839990916,0.0226470691963864,0.7174036784276866,0.05644915230753825
128,0.2,0.2683,12,0.14503404338945863,0.016551776992831065,0.28833431450825725,0.03367400920271308
128,0.2,0.313,12,0.05046820086560608,0.005013783123889298,0.09050548418064802,0.010472403751615117
128,0.2,0.3578,12,0.01601897076650504,0.002737469817202855,0.025557370671276784,0.004166446432767759
128,0.25,0.15,12,1.484753423019459,0.07582994881426784,6.941033031251963,0.6033808791952487
128,0.25,0.1875,12,1.0953090254779114,0.07232933351827472,3.932572071501903,0.30182521627883424
128,0.25,0.225,12,0.5476701600625065,0.04160394977088107,1.528770019817421,0.1517767411046198
128,0.25,0.2625,12,0.27112496293263727,0.01808558141861519,0.6066140665408263,0.04395585018165419
128,0.25,0.3,12,0.1372369652240026,0.016795117131286442,0.2570531767174447,0.03255143800759959
128,0.25,0.35,12,0.030040482601530586,0.009190709601037869,0.05409187179183999,0.016856513952964416
128,0.25,0.4,12,0.003601564883450747,0.0005945419796487023,0.00540123025212343,0.0008638491049965129
128,0.3,0.1643,12,1.9408716730460736,0.10990975549926177,10.640756339616003,0.6709643179406074
128,0.3,0.2054,12,1.1706798628207344,0.08332742720827613,4.781692546777146,0.40741428315694445
128,0.3,0.2465,12,0.7169230774765195,0.04752655127346176,2.2766897770034578,0.20777292964185787
128,0.3,0.2876,12,0.28290616105956473,0.02043317439221074,0.6551506291182331,0.060839108650638934
128,0.3,0.3286,12,0.11086182932295129,0.01638236781418297,0.226612488594353,0.0389000083128628
128,0.3,0.3834,12,0.013048503956163207,0.0018716358625941818,0.021377938239946687,0.002956693500171258
128,0.3,0.4382,12,0.0017969790059666326,0.0006156273582801267,0.0026501037473290984,0.0009182607230790626
128,0.35,0.1775,12,1.8398858106374043,0.07458871119969825,10.312153316574395,0.6091743148350004
128,0.35,0.2219,12,1.2264819871187531,0.05945597805530776,5.332147085032919,0.3579979161918947
128,0.35,0.2662,12,0.6905877385110893,0.07354667675475904,2.1125670515421433,0.2809135201564103
128,0.35,0.3106,12,0.3360374600286218,0.040395996299889964,0.8009387979002113,0.1048257492148927
128,0.35,0.355,12,0.09411138539117693,0.015321699988920013,0.1818972496658091,0.03145459897499892
128,0.35,0.4141,12,0.01306989899463546,0.004962288318628052,0.020487756762457867,0.007316650234884488
128,0.35,0.4733,12,0.0026190631052847076,0.0023048904582907005,0.003851494710119389,0.003391503418712957
128,0.4,0.1897,12,1.9204410015229272,0.06143663296548147,11.195655837646406,0.45957616511600796
128,0.4,0.2372,12,1.3518750565362387,0.026318971622102432,6.214875968391084,0.1626574067623975
128,0.4,0.2846,12,0.7650681476678759,0.07061122529291025,2.5290683036781005,0.3023023091017407
128,0.4,0.332,12,0.40058028740935486,0.05198391374481517,1.0362467865466407,0.1597959841166747
128,0.4,0.3795,12,0.09495647212243545,0.023521810096784557,0.19556874329332674,0.04941207057002871
128,0.4,0.4427,12,0.02501060845739717,0.009750076025682864,0.044807942558041804,0.01786183470639922
128,0.4,0.506,12,0.00029807946622381317,0.00021894463697316437,0.0005231252191325932,0.00040752724480792933
128,0.5,0.2121,12,2.2313810259966504,0.049974211264021476,14.488697130041814,0.43733738132629746
128,0.5,0.2652,12,1.4480937889356948,0.05777145142848759,6.968822361499973,0.3881167272035986
128,0.5,0.3182,12,0.8401606076545574,0.07204057288823826,3.05257103864901,0.31826355913472787
128,0.5,0.3712,12,0.5687070475297199,0.06011016117951099,1.7108109413872923,0.21088932698793414
128,0.5,0.4243,12,0.15257741016985663,0.03595220265657712,0.34251380899242106,0.08828914243752731
128,0.5,0.495,12,0.005190716306020006,0.002029440746147532,0.008523635037611475,0.0033450354733672925
128,0.5,0.5657,12,0.00012507356456445724,6.72764341454766e-05,0.00019182646954730013,9.856431712554277e-05
128,0.6,0.2324,12,2.0735245147992605,0.03173179443085135,13.30725551124924,0.2540547523160606
128,0.6,0.2905,12,1.3931988274385025,0.05687408814569941,6.798371675152663,0.3304321175030082
128,0.6,0.3486,12,0.9337065256858056,0.05689204965707311,3.4709463543930603,0.2903746088676036
128,0.6,0.4067,12,0.5516272472216032,0.06443073653766503,1.5904051665254888,0.20523313195462242
128,0.6,0.4648,12,0.11795256893489364,0.019442568685164956,0.24684022506330985,0.04320858293096582
128,0.6,0.5422,12,0.000965520543115415,0.000280897097976801,0.0014499806627968643,0.00043161056311821153
128,0.6,0.6197,12,2.032947713009678e-06,1.0630897163484065e-06,2.939516314691251e-06,1.7108314164713768e-06
128,0.7,0.251,12,1.9992710516928194,0.03571639334550728,12.55620796104673,0.26681938110265546
128,0.7,0.3137,12,1.3568444047917805,0.04571428391483282,6.457644139336305,0.2903639357876429
128,0.7,0.3765,12,0.9581301526392881,0.048502489036831076,3.5818011400011707,0.23983139535093834
128,0.7,0.4392,12,0.5112727148395487,0.06143975774926902,1.3937485823081277,0.1804691274724416
128,0.7,0.502,12,0.10263028214293916,0.029420926838295322,0.2044041186543888,0.05222414825005711
128,0.7,0.5857,12,0.0008129859835641317,0.000550759624297544,0.0010499621941374515,0.0006901890643895744
128,0.7,0.6693,12,9.475080940965844e-07,4.79246860488775e-07,1.524367012578441e-06,8.899437103715873e-07
128,0.8,0.2683,12,1.8968839178655885,0.02306553555999987,11.624079679910198,0.17534451160176182
128,0.8,0.3354,12,1.2675127825765855,0.0413160004594293,5.902890712792556,0.20345729190108944
128,0.8,0.4025,12,0.9203714853853461,0.02257292291760523,3.3495381559053796,0.09919191894702112
128,0.8,0.7155,12,2.6387016404793434e-08,1.3671609118210063e-08,2.864721817363776e-08,1.4727835005455425e-08
128,0.9,0.2846,12,1.8230898381069673,0.012374335887595903,10.79142393832655,0.09141886894030013
