L,zeta,lambda,nreal,CMI,CMI_se,B_L,B_L_se
96,0.3,0.1643,12,1.565375518268133,0.04948068374680668,7.058289686950434,0.35247319628223456
96,0.3,0.2054,12,1.1128291204767755,0.05556111273201952,3.891794004693542,0.2538747465135543
96,0.3,0.2465,12,0.6097309332568379,0.0431309126489127,1.60060169589893,0.15027176157199262
96,0.3,0.2876,12,0.3426846680876015,0.027002701642888934,0.7438059687114573,0.0635874240998035
96,0.3,0.3286,12,0.14549245130780936,0.01198840972239157,0.2835793621532956,0.02557183691209748
96,0.3,0.3834,12,0.04538127323008775,0.008375844820873175,0.07266958356460496,0.013168489737296613
96,0.3,0.4382,12,0.004560915751273344,0.0005277443736973677,0.006608588737204924,0.0007328168305192416
96,0.35,0.1775,12,1.566575323867702,0.07354152394750248,7.407560552624015,0.42712346705918164
96,0.35,0.2219,12,1.1010102362437288,0.03811139374196066,4.1099780749316235,0.1708824098427649
96,0.35,0.2662,12,0.6096385258133743,0.05549239757356354,1.726344417284215,0.2047362341200849
96,0.35,0.3106,12,0.34399109045498993,0.03810515365429868,0.7894402840195877,0.1050219066219645
96,0.35,0.355,12,0.12125011808629482,0.017984547300899715,0.23514636990502638,0.038139015437835384
96,0.35,0.4141,12,0.025341887169670053,0.005938000773057885,0.03991972242235807,0.009239039036273829
96,0.35,0.4733,12,0.0041813332930490015,0.0014316790156453348,0.006197270397834784,0.002055226387092552
96,0.4,0.1897,12,1.8368536462758491,0.0550941078004701,9.619760414631067,0.3937766895207892
96,0.4,0.2372,12,1.1749612796148783,0.08326902762874823,4.657340636204637,0.41648722739070215
96,0.4,0.2846,12,0.7690372326706663,0.05957157031575926,2.3994367920171107,0.25242971614549703
96,0.4,0.332,12,0.38971060378208927,0.03175007728246191,0.9387504633573943,0.09806280079508178
96,0.4,0.3795,12,0.10174668285334941,0.015959054993581172,0.19413256290369882,0.035238115037973895
96,0.4,0.4427,12,0.025117895982608357,0.012723987592721161,0.038136873191215996,0.01806765460061814
96,0.4,0.506,12,0.001482678201389729,0.0010008734268416107,0.0025731004283359974,0.0018901225461534672
96,0.5,0.2121,12,1.9542256372232127,0.04415263023860655,10.70755239856719,0.3393016329769206
96,0.5,0.2652,12,1.2562945158268402,0.04672422982523389,5.1983560335254,0.2427008946433115
96,0.5,0.3182,12,0.8897745387391591,0.04075958780443392,3.081426208117217,0.18800949839304068
96,0.5,0.3712,12,0.48939203711259366,0.04407784416827872,1.2951393865257688,0.13711535048971324
96,0.5,0.4243,12,0.16612086301569107,0.04492076129607466,0.3570531583656378,0.10090960357974478
96,0.5,0.495,12,0.010988616401090704,0.005173158010385185,0.01996573730270194,0.009446403739088234
96,0.5,0.5657,12,0.000384797375022548,0.0002132623033636594,0.000501119844385731,0.0002675551588090923
96,0.6,0.2324,12,1.99104825015433,0.037151566323502534,11.500148976601706,0.3125564233706146
96,0.6,0.2905,12,1.3221915440870884,0.028497876865808482,5.871877970148499,0.1544145565616234
96,0.6,0.3486,12,0.8870499266234401,0.043991738719918703,2.946829842170129,0.18264692075459948
96,0.6,0.4067,12,0.5181355512426181,0.0391033077377114,1.4078403795928318,0.14719406647896446
96,0.6,0.4648,12,0.13634437090993018,0.03465309415729689,0.28231506483851904,0.07609456021427982
96,0.6,0.5422,12,0.008013709664923676,0.0024312630475868324,0.012444995481011148,0.0036792662051889835
96,0.6,0.6197,12,7.214936163480784e-05,3.3325819790754076e-05,8.814719553136986e-05,3.954441220341026e-05
96,0.7,0.251,12,1.9364592457959091,0.02225323671992508,11.114107334639428,0.15904813417626165
96,0.7,0.3137,12,1.377747037634581,0.015205737181717156,6.065512489350688,0.06596648003340429
96,0.7,0.3765,12,0.8911759315516049,0.0162861946967016,3.014092377849922,0.07440194501593432
96,0.7,0.4392,12,0.38970342974351874,0.04656880627307839,1.002750442441977,0.12802979834033526
96,0.7,0.502,12,0.13540003237823153,0.030627205839478915,0.27635045634220373,0.06411924627576354
96,0.7,0.5857,12,0.0065746888784214,0.002383366249233434,0.009270058962268268,0.0033380638966405956
96,0.7,0.6693,12,3.152037479167268e-05,1.7608535339033497e-05,4.136193661144016e-05,2.281178451479616e-05
96,0.8,0.2683,12,1.8710331880078,0.010098347713161048,10.489086998814777,0.09006382424415062
96,0.8,0.3354,12,1.3279157572149283,0.01657158641933412,5.844594941045956,0.10094301309366575
96,0.8,0.4025,12,0.8696562245998657,0.04338587041781268,2.8942720143867073,0.17121260813543895
96,0.8,0.4696,12,0.37329992871944423,0.02152732923374153,0.9116913780276282,0.06824612843777836
96,0.8,0.5367,12,0.1319999126964175,0.019516323720246205,0.24498871720108706,0.03866255750866132
96,0.8,0.6261,12,0.0020832536163584796,0.00084861486229622,0.0030443847983658095,0.0013385276528175578
96,0.8,0.7155,12,2.261112048725118e-06,8.948795632460644e-07,2.4962981950117492e-06,9.775188278614193e-07
96,0.9,0.2846,12,1.7666947120636538,0.01230035514697421,9.631204819962997,0.07186473895344424
96,0.9,0.3558,12,1.2014896058573288,0.011305074127307437,4.999727074919375,0.06122649188012353
